aah	ɑ
deathbed	dɛθbɛd
deathbeds	dɛθbɛdz
death	dɛθ
deathless	dɛθləs
deathly	dɛθli
deaths	dɛθs
deathtrap	dɛθtɹæp
deathwatch	dɛθwɒtʃ
deaves	divz
debacle	deɪbɑkəl
debacles	deɪbɑkəlz
debarred	dɪbɑd
debars	dɪbɑz
debase	dɪbeɪs
debased	dɪbeɪst
debasement	dɪbeɪsmənt
debases	dɪbeɪsɪz
debasing	dɪbeɪsɪŋ
debatable	dɪbeɪtəbəl
debate	dɪbeɪt
debated	dɪbeɪtɪd
debater	dɪbeɪtɐ
debaters	dɪbeɪtəz
debates	dɪbeɪts
debating	dɪbeɪtɪŋ
debauch	dɪbɔtʃ
debauched	dɪbɔtʃt
debauchee	dɪbɔtʃi
debauchery	dɪbɔtʃəɹi
debauching	dɪbɔtʃɪŋ
deb	dɛb
debenture	dɛbɛntʃɐ
debentures	dɛbɛntʃəz
debilitate	dɪbɪlɪteɪt
debilitated	dɪbɪlɪteɪtɪd
debilitating	dɪbɪlɪteɪtɪŋ
debilitation	dɪbɪlɪteɪʃən
debility	dɪbɪlɪti
debit	dɛbɪt
debited	dɛbɪtɪd
debiting	dɛbɪtɪŋ
debits	dɛbɪts
debonair	dɛbəneə
debonaire	dɛbəneə
debrief	dibɹif
debriefed	dibɹift
debriefing	dibɹifɪŋ
debris	dɛbɹi
debs	dɛbz
debt	dɛt
debtor	dɛtɐ
debtors	dɛtəz
debts	dɛts
debunk	dibʌnk
debunked	dibʌnkt
debunking	dibʌnkɪŋ
debut	deɪbju
debuted	deɪbjud
debuting	deɪbjuɪŋ
debuts	deɪbjus
decade	dɛkeɪd
decadence	dɛkədəns
decadent	dɛkədənt
decadently	dɛkədəntli
decades	dɛkeɪdz
decaf	dikæf
decaff	dɪkæf
decaffeinated	dikæfɪneɪtɪd
decagon	dɪkæɡən
decal	dɪkæl
decalogue	dɪkælɒɡ
decals	dɪkælz
decamp	dɪkæmp
decamped	dɪkæmpt
decamping	dɪkæmpɪŋ
decamps	dɪkæmps
decant	dɪkɑnt
decanted	dɪkɑntɪd
decanter	dɪkɑntɐ
decanters	dɪkɑntəz
decanting	dɪkɑntɪŋ
decants	dɪkɑnts
decapitated	dɪkæpɪteɪtɪd
decapitate	dɪkæpɪteɪt
decapitates	dɪkæpɪteɪts
decapitation	dɪkæpɪteɪʃən
decapitator	dɪkæpɪteɪtɐ
decapod	dɪkæpɒd
decarbonised	dɪkɑbənaɪzd
decarbonise	dɪkɑbənaɪz
decarbonising	dɪkɑbənaɪzɪŋ
decathlete	dɪkæθlit
decathlon	dɪkæθlən
decay	dɪkeɪ
decayed	dɪkeɪd
decaying	dɪkeɪɪŋ
decays	dɪkeɪz
deceased	dɪsisd
decease	dɪsis
decedent	dɪsidənt
deceit	dɪsit
deceitful	dɪsitfəl
deceitfulness	dɪsitfəlnəs
deceits	dɪsits
deceived	dɪsivd
deceive	dɪsiv
deceiver	dɪsivɐ
deceivers	dɪsivəz
deceives	dɪsivz
deceiving	dɪsivɪŋ
deceivingly	dɪsivɪŋli
decelerated	dɪsɛləɹeɪtɪd
decelerate	dɪsɛləɹeɪt
decelerates	dɪsɛləɹeɪts
decelerating	dɪsɛləɹeɪtɪŋ
deceleration	dɪsɛləɹeɪʃən
decelerator	dɪsɛləɹeɪtɐ
decencies	disənsiz
decency	disənsi
decent	disənt
decently	disəntli
decentralisation	dɪsɛntɹəlaɪzeɪʃən
decentralised	dɪsɛntɹəlaɪzd
decentralise	dɪsɛntɹəlaɪz
decentralising	dɪsɛntɹəlaɪzɪŋ
deception	dɪsɛpʃən
deceptions	dɪsɛpʃənz
deceptive	dɪsɛptɪv
deceptively	dɪsɛptɪvli
decibel	dɛsɪbəl
decibels	dɛsɪbəlz
decided	dɪsaɪdɪd
decidedly	dɪsaɪdɪdli
decide	dɪsaɪd
decider	dɪsaɪdɐ
deciders	dɪsaɪdəz
decides	dɪsaɪdz
deciding	dɪsaɪdɪŋ
decidua	dɪsɪdjuɐ
deciduous	dɪsɪdjuəs
decile	dɛsaɪl
deciles	dɛsaɪlz
decimal	dɛsɪməl
decimalisation	dɛsɪməlaɪzeɪʃən
decimalised	dɛsɪməlaɪzd
decimals	dɛsɪməlz
decimated	dɛsɪmeɪtɪd
decimate	dɛsɪmeɪt
decimates	dɛsɪmeɪts
decimating	dɛsɪmeɪtɪŋ
decimation	dɛsɪmeɪʃən
decimetre	dɛsɪmitɐ
decipher	dɪsaɪfɐ
deciphered	dɪsaɪfəd
deciphering	dɪsaɪfəɹɪŋ
decipherment	dɪsaɪfəmənt
decision	dɪsɪʒən
decisions	dɪsɪʒənz
decisive	dɪsaɪsɪv
decisively	dɪsaɪsɪvli
decisiveness	dɪsaɪsɪvnəs
deckchair	dɛktʃeə
deckchairs	dɛktʃeəz
deck	dɛk
decked	dɛkt
deckhand	dɛkhænd
deckhands	dɛkhændz
decking	dɛkɪŋ
decks	dɛks
declaim	dɪkleɪm
declaimed	dɪkleɪmd
declaiming	dɪkleɪmɪŋ
declaims	dɪkleɪmz
declamation	dɪklɐmeɪʃən
declamations	dɪklɐmeɪʃənz
declamatory	dɪklæmətəɹi
declaration	dɛkləɹeɪʃən
declarations	dɛkləɹeɪʃənz
declarative	dɪklæɹətɪv
declaratory	dɪklæɹətəɹi
declared	dɪkleəd
declare	dɪkleə
declares	dɪkleəz
declaring	dɪkleəɹɪŋ
declass	dɪklɑs
declassification	dɪklæsɪfɪkeɪʃən
declassified	dɪklæsɪfaɪd
declension	dɪklɛnʃən
declination	dɪklɪneɪʃən
declined	dɪklaɪnd
decline	dɪklaɪn
declines	dɪklaɪnz
declining	dɪklaɪnɪŋ
declivities	dɪklɪvɪtiz
decoded	dɪkəʊdɪd
decode	dɪkəʊd
deco	dɛkəʊ
decoder	dɪkəʊdɐ
decoders	dɪkəʊdəz
decodes	dɪkəʊdz
decoding	dɪkəʊdɪŋ
decolonisation	dɪkɒlənaɪzeɪʃən
decommission	dikəmɪʃən
decommissioned	dikəmɪʃənd
decommissioning	dikəmɪʃənɪŋ
decomposed	dikəmpəʊzd
decompose	dikəmpəʊz
decomposes	dikəmpəʊzɪz
decomposing	dikəmpəʊzɪŋ
decomposition	dikɒmpəzɪʃən
decompress	dikəmpɹɛs
decompressed	dikəmpɹɛst
decompressing	dikəmpɹɛsɪŋ
decompression	dikəmpɹɛʃən
decongestant	dikəndʒɛstənt
decongestants	dikəndʒɛstənts
deconsecrated	dikənsɛkɹeɪtɪd
deconstruct	dikənstɹʌkt
deconstructed	dikənstɹʌktɪd
deconstructing	dikənstɹʌktɪŋ
deconstruction	dikənstɹʌkʃən
decontaminated	dikəntæmɪneɪtɪd
decontaminate	dikəntæmɪneɪt
decontaminating	dikəntæmɪneɪtɪŋ
decontamination	dikəntæmɪneɪʃən
decorated	dɛkəɹeɪtɪd
decorate	dɛkəɹeɪt
decorates	dɛkəɹeɪts
decorating	dɛkəɹeɪtɪŋ
decoration	dɛkəɹeɪʃən
decorations	dɛkəɹeɪʃənz
decorative	dɛkɹətɪv
decoratively	dɛkɹətɪvli
decorator	dɛkɔɹeɪtɐ
decorators	dɛkɔɹeɪtəz
decor	deɪkɔ
decorous	dɛkəɹəs
decorously	dɛkəɹəsli
decors	deɪkɔz
decorum	dɪkɔɹəm
decoupage	dɪkupɪdʒ
decoupled	dɪkʌpəld
decouple	dɪkʌpəl
decoupling	dɪkʌplɪŋ
decoyed	dikɔɪd
decreased	dikɹisd
decreasing	dikɹisɪŋ
decreasingly	dikɹisɪŋli
decreed	dɪkɹid
decree	dɪkɹi
decreeing	dɪkɹiɪŋ
decrees	dɪkɹiz
decrepit	dɪkɹɛpɪt
decrepitude	dɪkɹɛpɪtjud
decried	dɪkɹaɪd
decries	dɪkɹaɪz
decriminalisation	dɪkɹɪmɪnəlaɪzeɪʃən
decriminalised	dɪkɹɪmɪnəlaɪzd
decriminalise	dɪkɹɪmɪnəlaɪz
decriminalising	dɪkɹɪmɪnəlaɪzɪŋ
decry	dɪkɹaɪ
decrying	dɪkɹaɪɪŋ
decrypt	dɪkɹɪpt
decrypted	dɪkɹɪptɪd
decrypting	dɪkɹɪptɪŋ
decryption	dɪkɹɪpʃən
decrypts	dɪkɹɪpts
de	dɐ
dedans	dɛdənz
dedicated	dɛdɪkeɪtɪd
dedicate	dɛdɪkeɪt
dedicates	dɛdɪkeɪts
dedicating	dɛdɪkeɪtɪŋ
dedication	dɛdɪkeɪʃən
dedications	dɛdɪkeɪʃənz
deduced	dɪdjust
deduce	dɪdjus
deduces	dɪdjusɪz
deducing	dɪdjusɪŋ
deduct	dɪdʌkt
deducted	dɪdʌktɪd
deductible	dɪdʌktəbəl
deducting	dɪdʌktɪŋ
deduction	dɪdʌkʃən
deductions	dɪdʌkʃənz
deductive	dɪdʌktɪv
deed	did
deeds	didz
deem	dim
deemed	dimd
deeming	dimɪŋ
deems	dimz
deemster	dimstɐ
deep	dip
deepen	dipən
deepened	dipənd
deepening	dipənɪŋ
deepens	dipənz
deeper	dipɐ
deepest	dipəst
deepfreeze	dipfɹiz
deeply	dipli
deepness	dipnəs
deeps	dips
deer	diə
deerhound	diəhaʊnd
deerhounds	diəhaʊndz
deers	diəz
deerskin	diəskɪn
deerstalker	diəstɔkɐ
deescalate	diskɐleɪt
defaced	dɪfeɪst
deface	dɪfeɪs
defacement	dɪfeɪsmənt
defaces	dɪfeɪsɪz
defacing	dɪfeɪsɪŋ
defamation	dɪfɐmeɪʃən
defamatory	dɪfæmətəɹi
defamed	dɪfeɪmd
defame	dɪfeɪm
defaming	dɪfeɪmɪŋ
default	dɪfɒlt
defaulted	dɪfɒltɪd
defaulter	dɪfɒltɐ
defaulters	dɪfɒltəz
defaulting	dɪfɒltɪŋ
defaults	dɪfɒlts
defeat	dɪfit
defeated	dɪfitɪd
defeating	dɪfitɪŋ
defeatism	dɪfitɪzəm
defeatist	dɪfitɪst
defeatists	dɪfitɪsts
defeats	dɪfits
defecated	dɪfɛkeɪtɪd
defecate	dɪfɛkeɪt
defecates	dɪfɛkeɪts
defecating	dɪfɛkeɪtɪŋ
defecation	dɪfɪkeɪʃən
defected	difɛktɪd
defecting	difɛktɪŋ
defection	dɪfɛkʃən
defections	dɪfɛkʃənz
defective	dɪfɛktɪv
defectives	dɪfɛktɪvz
defector	dɪfɛktɐ
defectors	dɪfɛktəz
defenceless	dɪfɛnsləs
defences	dɪfɛnsɪz
defencing	dɪfɛnsɪŋ
defendable	dɪfɛndəbəl
defendant	dɪfɛndənt
defendants	dɪfɛndənts
defend	dɪfɛnd
defended	dɪfɛndɪd
defender	dɪfɛndɐ
defenders	dɪfɛndəz
defending	dɪfɛndɪŋ
defends	dɪfɛndz
defenestrated	dɪfɛnɪstɹeɪtɪd
defenestration	dɪfɛnɪstɹeɪʃən
defensible	dɪfɛnsəbəl
defensive	dɪfɛnsɪv
defensively	dɪfɛnsɪvli
defensiveness	dɪfɛnsɪvnəs
defer	dɪfɜ
deference	dɛfɹəns
deferent	dɛfɹənt
deferential	dɛfəɹɛnʃəl
deferentially	dɛfəɹɛnʃəli
deferment	dɪfɜmənt
deferments	dɪfɜmənts
deferral	dɪfɜɹəl
deferrals	dɪfɜɹəlz
deferred	dɪfɜd
deferring	dɪfɜɹɪŋ
defers	dɪfɜz
defiance	dɪfaɪəns
defiant	dɪfaɪənt
defiantly	dɪfaɪəntli
defibrillate	dɪfɪbɹɪleɪt
defibrillation	dɪfɪbɹɪleɪʃən
defibrillator	dɪfɪbɹɪleɪtɐ
defibrillators	dɪfɪbɹɪleɪtəz
deficiencies	dɪfɪʃənsɪz
deficiency	dɪfɪʃənsi
deficient	dɪfɪʃənt
deficit	dɛfɪsɪt
deficits	dɛfɪsɪts
defied	dɪfaɪd
defies	dɪfaɪz
defiled	dɪfaɪld
defilement	dɪfaɪlmənt
defiling	dɪfaɪlɪŋ
definable	dɪfaɪnəbəl
defined	dɪfaɪnd
define	dɪfaɪn
defines	dɪfaɪnz
defining	dɪfaɪnɪŋ
definite	dɛfɪnət
definitely	dɛfɪnətli
definition	dɛfɪnɪʃən
definitions	dɛfɪnɪʃənz
definitive	dɪfɪnɪtɪv
definitively	dɪfɪnɪtɪvli
deflated	difleɪtɪd
deflate	difleɪt
deflates	difleɪts
deflating	difleɪtɪŋ
deflationary	difleɪʃənəɹi
deflation	difleɪʃən
deflator	difleɪtɐ
deflect	dɪflɛkt
deflected	dɪflɛktɪd
deflecting	dɪflɛktɪŋ
deflection	dɪflɛkʃən
deflections	dɪflɛkʃənz
deflector	dɪflɛktɐ
deflectors	dɪflɛktəz
deflects	dɪflɛkts
deflower	dɪflaʊɐ
deflowered	dɪflaʊəd
defoliant	dɪfəʊliənt
defoliated	dɪfəʊlɪeɪtɪd
defoliation	dɪfəʊlɪeɪʃən
deforce	dɪfɔs
deforestation	dɪfɒɹɪsteɪʃən
deforest	dɪfɒɹɪst
deforested	dɪfɒɹɪstɪd
deforesting	dɪfɒɹɪstɪŋ
deformation	dɪfɔmeɪʃən
deformations	dɪfɔmeɪʃənz
deform	dɪfɔm
deformed	dɪfɔmd
deforming	dɪfɔmɪŋ
deformities	dɪfɔmɪtiz
deformity	dɪfɔmɪti
deforms	dɪfɔmz
defraud	dɪfɹɔd
defrauded	dɪfɹɔdɪd
defrauding	dɪfɹɔdɪŋ
defrock	dɪfɹɒk
defrocked	dɪfɹɒkt
defrost	dɪfɹɒst
defrosted	dɪfɹɒstɪd
defrosting	dɪfɹɒstɪŋ
defrosts	dɪfɹɒsts
deft	dɛft
deftest	dɪftɛst
deftly	dɛftli
deftness	dɪftnɛs
defunct	dɪfʌŋkt
defused	dɪfjuzd
defuse	dɪfjuz
defuses	dɪfjuzɪz
defusing	dɪfjuzɪŋ
defy	dɪfaɪ
defying	dɪfaɪɪŋ
degas	dɪɡæz
degeneracy	dɪdʒɛnəɹəsi
degenerated	dɪdʒɛnəɹeɪtɪd
degenerating	dɪdʒɛnəɹeɪtɪŋ
degeneration	dɪdʒɛnəɹeɪʃən
degenerative	dɪdʒɛnəɹətɪv
degradable	dɪɡɹeɪdəbəl
degradation	dɪɡɹɐdeɪʃən
degradations	dɪɡɹɐdeɪʃənz
degraded	dɪɡɹeɪdɪd
degrade	dɪɡɹeɪd
degrades	dɪɡɹeɪdz
degrading	dɪɡɹeɪdɪŋ
degrease	dɪɡɹis
degree	dɪɡɹi
degrees	dɪɡɹiz
dehumanisation	dɛhjumænaɪzeɪʃən
dehumanised	dɛhjumænaɪzd
dehumanise	dɛhjumænaɪz
dehumanising	dɛhjumænaɪzɪŋ
dehumidifier	dɛhjumɪdɪfaɪə
dehumidifiers	dɛhjumɪdɪfaɪəz
dehydrated	dihaɪdɹeɪtɪd
dehydrate	dihaɪdɹeɪt
dehydrates	dihaɪdɹeɪts
dehydrating	dihaɪdɹeɪtɪŋ
dehydration	dihaɪdɹeɪʃən
dehydrator	dihaɪdɹeɪtɐ
deicer	deɪsɐ
deification	deɪfɪkeɪʃən
deified	deɪfaɪd
deify	deɪfaɪ
deifying	deɪfaɪɪŋ
deign	deɪn
deigned	deɪnd
deigns	deɪnz
deist	deɪɪst
deities	deɪətiz
deity	deɪəti
deject	dɪdʒɛkt
dejected	dɪdʒɛktɪd
dejectedly	dɪdʒɛktɪdli
dejection	dɪdʒɛkʃən
dekko	dɛkəʊ
delaine	dɪleɪn
delaminate	dɪlæmɪneɪt
delay	dɪleɪ
delayed	dɪleɪd
delaying	dɪleɪɪŋ
delays	dɪleɪz
delectable	dɪlɛktəbəl
delectably	dɪlɛktəbli
delectation	dɪlɪkteɪʃən
dele	dɪlɛ
delegated	dɛlɪɡeɪtɪd
delegating	dɛlɪɡeɪtɪŋ
delegation	dɛlɪɡeɪʃən
delegations	dɛlɪɡeɪʃənz
delegator	dɛlɪɡeɪtɐ
deleted	dɪlitɪd
delete	dɪlit
deleterious	dɪlɪtiəɹɪəs
deletes	dɪlits
deleting	dɪlitɪŋ
deletion	dɪliʃən
deletions	dɪliʃənz
delft	dɛlft
delftware	dɛlftweə
deliberated	dɪlɪbəɹətɪd
deliberately	dɪlɪbəɹətli
deliberates	dɪlɪbəɹəts
deliberating	dɪlɪbəɹətɪŋ
deliberation	dɪlɪbəɹeɪʃən
deliberations	dɪlɪbəɹeɪʃənz
deliberative	dɪlɪbəɹətɪv
delicacies	dɛlɪkəsɪz
delicacy	dɛlɪkəsi
delicate	dɛlɪkət
delicately	dɛlɪkətli
delicatessen	dɛlɪkætɛsən
delicatessens	dɛlɪkætɛsənz
delicious	dɪlɪʃəs
deliciously	dɪlɪʃəsli
deliciousness	dɪlɪʃəsnəs
deli	dɛli
delight	dɪlaɪt
delighted	dɪlaɪtɪd
delightedly	dɪlaɪtɪdli
delightful	dɪlaɪtfəl
delightfully	dɪlaɪtfəli
delighting	dɪlaɪtɪŋ
delights	dɪlaɪts
delineated	dɪlɪnitɪd
delineate	dɪlɪnit
delineates	dɪlɪnits
delineating	dɪlɪnitɪŋ
delineation	dɪlɪniʃən
delineations	dɪlɪniʃənz
delineator	dɪlɪnitɐ
delinquencies	dɪlɪnkwənsiz
delinquency	dɪlɪnkwənsi
delinquent	dɪlɪnkwənt
delinquents	dɪlɪnkwənts
delirious	dɪlɪɹɪəs
deliriously	dɪlɪɹɪəsli
delirium	dɪlɪɹiəm
delis	dɛlɪz
deliverable	dɪlɪvəɹəbəl
deliverance	dɪlɪvəɹəns
deliver	dɪlɪvɐ
delivered	dɪlɪvəd
deliverer	dɪlɪvəɹɐ
deliverers	dɪlɪvəɹəz
deliveries	dɪlɪvəɹiz
delivering	dɪlɪvəɹɪŋ
delivers	dɪlɪvəz
delivery	dɪlɪvəɹi
dell	dɛl
dells	dɛlz
deloused	dɪlaʊsd
delouse	dɪlaʊs
delousing	dɪlaʊsɪŋ
delphinium	dɛlfɪniəm
delphiniums	dɛlfɪniəmz
delta	dɛltɐ
deltas	dɛltəz
deltoid	dɛltɔɪd
deltoids	dɛltɔɪdz
deluded	dɪludɪd
delude	dɪlud
deludes	dɪludz
deluding	dɪludɪŋ
deluged	dɛljudʒd
deluge	dɛljudʒ
deluges	dɛljudʒɪz
delusional	dɪluʒənəl
delusion	dɪluʒən
delusions	dɪluʒənz
delusive	dɪlusɪv
deluxe	dɪlʌks
delved	dɛlvd
delve	dɛlv
delves	dɛlvz
delving	dɛlvɪŋ
demagogue	dɛmɐɡɒɡ
demagoguery	dɛmɐɡɒɡɹi
demagogues	dɛmɐɡɒɡz
demand	dɪmɑnd
demanded	dɪmɑndɪd
demanding	dɪmɑndɪŋ
demands	dɪmɑndz
demarcated	dɪmɑkeɪtɪd
demarcate	dɪmɑkeɪt
demarcation	dɪmɑkeɪʃən
demarcations	dɪmɑkeɪʃənz
dematerialised	dɪmətiəɹɪəlaɪzd
dematerialise	dɪmətiəɹɪəlaɪz
demean	dɪmin
demeaned	dɪmind
demeaning	dɪminɪŋ
demeanor	dɪminɐ
demeanour	dɪminɐ
demeans	dɪminz
deme	dim
dement	dɪmɛnt
demented	dɪmɛntɪd
dementedly	dɪmɛntɪdli
dementia	dɪmɛnʃɐ
demerit	dɛməɹɪt
demerits	dɛməɹɪts
demesne	dɛmɛsni
demigod	dɛmɪɡɒd
demijohn	dɛmɪdʒɒn
demilitarisation	dimɪlɪtəɹaɪzeɪʃən
demilitarised	dimɪlɪtəɹaɪzd
demilitarise	dimɪlɪtəɹaɪz
demilitarising	dimɪlɪtəɹaɪzɪŋ
demised	dɪmaɪzd
demise	dɪmaɪz
demises	dɪmaɪzɪz
demist	dɛmɪst
demitasse	dɛmɪtæs
demobbed	dɛmɒbd
demob	dɛmɒb
demobilisation	dɪməʊbɪlaɪzeɪʃən
demobilised	dɪməʊbəlaɪzd
demobilise	dɪməʊbəlaɪz
democracies	dɪmɒkɹəsɪz
democracy	dɪmɒkɹəsi
democrat	dɛməkɹæt
democratically	dɛməkɹætɪkli
democratic	dɛməkɹætɪk
democratisation	dɪmɒkɹɐtaɪzeɪʃən
democratised	dɪmɒkɹɐtaɪzd
democratise	dɪmɒkɹɐtaɪz
democratising	dɪmɒkɹɐtaɪzɪŋ
democrats	dɛməkɹæts
demo	dɛməʊ
demoed	dɛməʊd
demographers	dɛmɒɡɹəfəz
demographically	dɛməɡɹæfɪkli
demographic	dɛməɡɹæfɪk
demographics	dɛməɡɹæfɪks
demography	dɛmɒɡɹəfi
demoing	dɛməʊɪŋ
demoiselle	dɛmɔɪsɛl
demoiselles	dɛmɔɪsɛlz
demolish	dɪmɒlɪʃ
demolished	dɪmɒlɪʃt
demolishes	dɪmɒlɪʃɪz
demolishing	dɪmɒlɪʃɪŋ
demolition	dɛməlɪʃən
demolitions	dɛməlɪʃənz
demon	dimən
demoniacal	diməʊnɪækəl
demonically	dimɒnɪkli
demonic	dimɒnɪk
demonisation	dimənaɪzeɪʃən
demonised	dimənaɪzd
demonise	dimənaɪz
demonises	dimənaɪzɪz
demonising	dimənaɪzɪŋ
demonology	dɛmənɒlədʒi
demons	dimənz
demonstrable	dɛmənstɹəbəl
demonstrably	dɛmənstɹəbli
demonstrated	dɛmənstɹeɪtɪd
demonstrate	dɛmənstɹeɪt
demonstrates	dɛmənstɹeɪts
demonstrating	dɛmənstɹeɪtɪŋ
demonstration	dɛmənstɹeɪʃən
demonstrations	dɛmənstɹeɪʃənz
demonstrative	dəmɒnstɹətɪv
demonstrator	dɛmənstɹeɪtɐ
demonstrators	dɛmənstɹeɪtəz
demoralisation	dɪmɒɹəlaɪzeɪʃən
demoralised	dɪmɒɹəlaɪzd
demoralise	dɪmɒɹəlaɪz
demoralising	dɪmɒɹəlaɪzɪŋ
demos	dɛməʊz
demoted	dɪməʊtɪd
demote	dɪməʊt
demotes	dɪməʊts
demotic	dɪmɒtɪk
demoting	dɪməʊtɪŋ
demotion	dɪməʊʃən
demotivated	dɪməʊtɪveɪtɪd
dempster	dɛmpstɐ
demur	dɪmɜ
demure	dɪmjɔ
demurely	dɪmjɔli
demureness	dɪmjɔnəs
demurred	dɪmɜd
demy	dɛmi
demystified	dɛmɪstɪfaɪd
demystifies	dɛmɪstɪfaɪz
demystify	dɛmɪstɪfaɪ
demystifying	dɛmɪstɪfaɪɪŋ
denarius	dɛneəɹɪəs
denationalisation	dɛneɪʃənəlaɪzeɪʃən
denationalised	dɛneɪʃənəlaɪzd
denatured	dɛnətʃəd
denature	dɛnətʃɐ
den	dɛn
dendrites	dɛndɹaɪts
dendritic	dɛndɹɪtɪk
dendrochronology	dɛndɹəkɹənɒlədʒi
dendrologist	dɛndɹɒlədʒɪst
dendrology	dɛndɹɒlədʒi
dene	din
dengue	dɛnɡi
deniability	dɪnaɪəbɪlɪti
deniable	dɪnaɪəbəl
denial	dɪnaɪəl
denials	dɪnaɪəlz
denied	dɪnaɪd
deniers	dɪnaɪəz
denies	dɪnaɪz
denigrated	dɛnɪɡɹeɪtɪd
denigrate	dɛnɪɡɹeɪt
denigrates	dɛnɪɡɹeɪts
denigrating	dɛnɪɡɹeɪtɪŋ
denigration	dɛnɪɡɹeɪʃən
denim	dɛnɪm
denims	dɛnɪmz
denizen	dɛnɪzən
denizens	dɛnɪzənz
denominated	dɪnɒmɪneɪtɪd
denominational	dɪnɒmɪneɪʃənəl
denomination	dɪnɒmɪneɪʃən
denominations	dɪnɒmɪneɪʃənz
denominator	dɪnɒmɪneɪtɐ
denominators	dɪnɒmɪneɪtəz
denoted	dɪnəʊtɪd
denote	dɪnəʊt
denotes	dɪnəʊts
denoting	dɪnəʊtɪŋ
denouement	deɪnumɔ̃
denounced	dɪnaʊnst
denounce	dɪnaʊns
denouncement	dɪnaʊnsmənt
denounces	dɪnaʊnsɪz
denouncing	dɪnaʊnsɪŋ
dens	dɛnz
dense	dɛns
densely	dɛnsli
denseness	dɛnsnəs
denser	dɛnsɐ
densest	dɛnsəst
densities	dɛnsɪtiz
density	dɛnsɪti
dental	dɛntəl
dentally	dɛntəli
dent	dɛnt
dented	dɛntɪd
denticles	dɛntɪkəlz
dentifrice	dɛntɪfɹɪs
dentine	dɛntin
denting	dɛntɪŋ
dentist	dɛntɪst
dentistry	dɛntɪstɹi
dentists	dɛntɪsts
dentition	dɛntɪʃən
dents	dɛnts
denture	dɛntʃɐ
dentures	dɛntʃəz
denuded	dɪnjudɪd
denude	dɪnjud
denunciation	dɪnʌnsɪeɪʃən
deny	dɪnaɪ
denying	dɪnaɪɪŋ
deodar	diɒdɐ
deodorant	diəʊdəɹənt
deodorants	diəʊdəɹənts
deodoriser	diəʊdəɹaɪzɐ
deodorising	diəʊdəɹaɪzɪŋ
depart	dɪpɑt
departed	dɪpɑtɪd
departing	dɪpɑtɪŋ
departmental	dɪpɑtmɛntəl
department	dɪpɑtmənt
departments	dɪpɑtmənts
departs	dɪpɑts
departure	dɪpɑtʃɐ
departures	dɪpɑtʃəz
dependability	dɪpɛndəbɪlɪti
dependable	dɪpɛndəbəl
dependably	dɪpɛndəbli
dependance	dɪpɛndəns
dependancy	dɪpɛndənsi
dependant	dɪpɛndənt
dependants	dɪpɛndənts
depend	dɪpɛnd
depended	dɪpɛndɪd
dependence	dɪpɛndəns
dependencies	dɪpɛndənsiz
dependency	dɪpɛndənsi
dependent	dɪpɛndənt
dependents	dɪpɛndənts
depending	dɪpɛndɪŋ
depends	dɪpɛndz
depersonalises	dipɜsənəlaɪzɪz
depict	dɪpɪkt
depicted	dɪpɪktɪd
depicting	dɪpɪktɪŋ
depiction	dɪpɪkʃən
depictions	dɪpɪkʃənz
depicts	dɪpɪkts
depilatory	dɪpɪlətəɹi
deplane	dɪpleɪn
depleted	dɪplitɪd
deplete	dɪplit
depletes	dɪplits
depleting	dɪplitɪŋ
depletion	dɪpliʃən
deplorable	dɪplɔɹəbəl
deplorably	dɪplɔɹəbli
deplored	dɪplɔd
deplore	dɪplɔ
deplores	dɪplɔz
deploring	dɪplɔɹɪŋ
deployable	dɪplɔɪəbəl
deploy	dɪplɔɪ
deployed	dɪplɔɪd
deploying	dɪplɔɪɪŋ
deployment	dɪplɔɪmənt
deployments	dɪplɔɪmənts
deploys	dɪplɔɪz
depolarisation	dipəʊləɹaɪzeɪʃən
depoliticised	dipəlɪtɪsaɪzd
depoliticise	dipəlɪtɪsaɪz
depopulated	dipɒpjʊleɪtɪd
depopulate	dipɒpjʊleɪt
depopulating	dipɒpjʊleɪtɪŋ
depopulation	dipɒpjʊleɪʃən
deportation	dɪpɔteɪʃən
deportations	dɪpɔteɪʃənz
deport	dɪpɔt
deported	dɪpɔtɪd
deportees	dɪpɔtiz
deporting	dɪpɔtɪŋ
deportment	dɪpɔtmənt
deposed	dɪpəʊzd
depose	dɪpəʊz
deposing	dɪpəʊzɪŋ
deposit	dɪpɒsɪt
deposited	dɪpɒsɪtɪd
depositing	dɪpɒsɪtɪŋ
depositional	dɛpəsɪʃənəl
deposition	dɛpəsɪʃən
depositions	dɛpəsɪʃənz
depositor	dɪpɒsɪtɐ
depositories	dɪpɒsɪtəɹiz
depositors	dɪpɒsɪtəz
depository	dɪpɒsɪtəɹi
deposits	dɪpɒsɪts
depot	dɛpəʊ
depots	dɛpəʊs
depraved	dɪpɹeɪvd
deprave	dɪpɹeɪv
depraving	dɪpɹeɪvɪŋ
depravity	dɪpɹævɪti
deprecated	dɛpɹɪkeɪtɪd
deprecate	dɛpɹɪkeɪt
deprecates	dɛpɹɪkeɪts
deprecating	dɛpɹɪkeɪtɪŋ
deprecation	dɛpɹɪkeɪʃən
depreciated	dɪpɹiʃɪeɪtɪd
depreciate	dɪpɹiʃɪeɪt
depreciates	dɪpɹiʃɪeɪts
depreciating	dɪpɹiʃɪeɪtɪŋ
depreciation	dɪpɹiʃɪeɪʃən
depredation	dɪpɹɪdeɪʃən
